lr,threshold,precision,recall,fmeasure
0.0001,0.5,0.04472843450479233,0.06521739130434782,0.053063802905874924
0.0001,0.51,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.52,0.5454545454545454,0.009316770186335404,0.0183206106870229
0.0001,0.53,0.9838709677419355,0.09472049689440994,0.17280453257790368
0.0001,0.54,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.55,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.56,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.57,0.6,0.009316770186335404,0.018348623853211014
0.0001,0.58,0.9629629629629629,0.040372670807453416,0.0774962742175857
0.0001,0.59,1.0,0.10248447204968944,0.18591549295774648
0.0001,0.6,1.0,0.09472049689440994,0.17304964539007092
0.0001,0.61,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.62,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.63,1.0,0.09782608695652174,0.17821782178217824
0.0001,0.64,0.9795918367346939,0.07453416149068323,0.13852813852813856
0.0001,0.65,1.0,0.09006211180124224,0.16524216524216526
0.0001,0.66,1.0,0.08540372670807453,0.15736766809728184
0.0001,0.67,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.68,1.0,0.08229813664596274,0.15208034433285508
0.0001,0.69,1.0,0.08850931677018634,0.16262482168330958
0.0001,0.7,0.9722222222222222,0.05434782608695652,0.10294117647058824
0.0001,0.71,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.72,1.0,0.06521739130434782,0.12244897959183672
0.0001,0.73,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.74,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.75,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.76,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.77,1.0,0.04503105590062112,0.08618127786032691
0.0001,0.78,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.79,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.8,1.0,0.03881987577639751,0.07473841554559042
0.0001,0.81,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.82,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.83,1.0,0.024844720496894408,0.04848484848484848
0.0001,0.84,1.0,0.03260869565217391,0.06315789473684211
0.0001,0.85,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.86,1.0,0.021739130434782608,0.042553191489361694
0.0001,0.87,0.9444444444444444,0.026397515527950312,0.0513595166163142
0.0001,0.88,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.89,1.0,0.006211180124223602,0.01234567901234568
0.0001,0.9,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.0001,0.91,0.9333333333333333,0.021739130434782608,0.0424886191198786
0.0001,0.92,1.0,0.012422360248447204,0.024539877300613494
0.0001,0.93,1.0,0.009316770186335404,0.01846153846153846
0.0001,0.94,0.6666666666666666,0.003105590062111801,0.0061823802163833074
0.0001,0.95,1.0,0.006211180124223602,0.01234567901234568
0.0001,0.96,1.0,0.003105590062111801,0.006191950464396284
0.0001,0.97,1.0,0.006211180124223602,0.01234567901234568
0.0001,0.98,1.0,0.0015527950310559005,0.0031007751937984496
0.0001,0.99,1.0,0.0015527950310559005,0.0031007751937984496
0.001,0.5,0.08823529411764706,0.009316770186335404,0.016853932584269662
0.001,0.51,0.18181818181818182,0.009316770186335404,0.01772525849335303
0.001,0.52,1.0,0.17080745341614906,0.2917771883289125
0.001,0.53,1.0,0.13975155279503104,0.24523160762942778
0.001,0.54,1.0,0.2111801242236025,0.34871794871794876
0.001,0.55,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.001,0.56,1.0,0.15838509316770186,0.2734584450402145
0.001,0.57,1.0,0.10714285714285714,0.19354838709677416
0.001,0.58,1.0,0.16149068322981366,0.27807486631016043
0.001,0.59,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.001,0.6,1.0,0.10714285714285714,0.19354838709677416
0.001,0.61,1.0,0.09161490683229814,0.1678520625889047
0.001,0.62,1.0,0.08850931677018634,0.16262482168330958
0.001,0.63,0.8888888888888888,0.012422360248447204,0.024502297090352218
0.001,0.64,1.0,0.10248447204968944,0.18591549295774648
0.001,0.65,0.9722222222222222,0.05434782608695652,0.10294117647058824
0.001,0.66,0.9787234042553191,0.07142857142857142,0.13314037626628075
0.001,0.67,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.001,0.68,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.001,0.69,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.001,0.7,1.0,0.05434782608695652,0.10309278350515463
0.001,0.71,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.001,0.72,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.001,0.73,1.0,0.05124223602484472,0.09748892171344165
0.001,0.74,0.9714285714285714,0.052795031055900624,0.10014727540500738
0.001,0.75,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.001,0.76,1.0,0.06987577639751552,0.1306240928882438
0.001,0.77,0.9642857142857143,0.04192546583850932,0.08035714285714285
0.001,0.78,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.001,0.79,1.0,0.05434782608695652,0.10309278350515463
0.001,0.8,1.0,0.03881987577639751,0.07473841554559042
0.001,0.81,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.001,0.82,0.9473684210526315,0.027950310559006212,0.05429864253393665
0.001,0.83,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.001,0.84,1.0,0.031055900621118012,0.060240963855421686
0.001,0.85,1.0,0.021739130434782608,0.042553191489361694
0.001,0.86,1.0,0.017080745341614908,0.03358778625954199
0.001,0.87,1.0,0.03571428571428571,0.0689655172413793
0.001,0.88,1.0,0.017080745341614908,0.03358778625954199
0.001,0.89,1.0,0.017080745341614908,0.03358778625954199
0.001,0.9,1.0,0.015527950310559006,0.03058103975535168
0.001,0.91,1.0,0.015527950310559006,0.03058103975535168
0.001,0.92,0.8,0.006211180124223602,0.012326656394453005
0.001,0.93,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.001,0.94,1.0,0.003105590062111801,0.006191950464396284
0.001,0.95,1.0,0.006211180124223602,0.01234567901234568
0.001,0.96,1.0,0.009316770186335404,0.01846153846153846
0.001,0.97,1.0,0.0015527950310559005,0.0031007751937984496
0.001,0.98,1.0,0.003105590062111801,0.006191950464396284
0.001,0.99,1.0,0.0015527950310559005,0.0031007751937984496
0.01,0.5,1.0,0.21428571428571427,0.35294117647058826
0.01,0.51,0.9908256880733946,0.16770186335403728,0.2868525896414343
0.01,0.52,0.9642857142857143,0.04192546583850932,0.08035714285714285
0.01,0.53,1.0,0.13819875776397517,0.24283765347885405
0.01,0.54,0.9855072463768116,0.10559006211180125,0.19074333800841514
0.01,0.55,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.01,0.56,0.9827586206896551,0.08850931677018634,0.16239316239316237
0.01,0.57,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.01,0.58,1.0,0.16459627329192547,0.2826666666666667
0.01,0.59,1.0,0.11024844720496894,0.1986013986013986
0.01,0.6,0.2222222222222222,0.009316770186335404,0.017883755588673625
0.01,0.61,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.01,0.62,1.0,0.19254658385093168,0.3229166666666667
0.01,0.63,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.01,0.64,0.9523809523809523,0.031055900621118012,0.06015037593984963
0.01,0.65,0.9795918367346939,0.07453416149068323,0.13852813852813856
0.01,0.66,0.9795918367346939,0.07453416149068323,0.13852813852813856
0.01,0.67,1.0,0.07608695652173914,0.1414141414141414
0.01,0.68,1.0,0.07298136645962733,0.13603473227206947
0.01,0.69,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.01,0.7,1.0,0.08850931677018634,0.16262482168330958
0.01,0.71,1.0,0.07608695652173914,0.1414141414141414
0.01,0.72,1.0,0.04813664596273292,0.09185185185185187
0.01,0.73,1.0,0.046583850931677016,0.08902077151335312
0.01,0.74,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.01,0.75,1.0,0.043478260869565216,0.08333333333333333
0.01,0.76,1.0,0.04503105590062112,0.08618127786032691
0.01,0.77,0.9629629629629629,0.040372670807453416,0.0774962742175857
0.01,0.78,0.9444444444444444,0.026397515527950312,0.0513595166163142
0.01,0.79,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.01,0.8,0.9642857142857143,0.04192546583850932,0.08035714285714285
0.01,0.81,1.0,0.03260869565217391,0.06315789473684211
0.01,0.82,1.0,0.031055900621118012,0.060240963855421686
0.01,0.83,1.0,0.03260869565217391,0.06315789473684211
0.01,0.84,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.01,0.85,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.01,0.86,1.0,0.021739130434782608,0.042553191489361694
0.01,0.87,1.0,0.017080745341614908,0.03358778625954199
0.01,0.88,1.0,0.017080745341614908,0.03358778625954199
0.01,0.89,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.01,0.9,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.01,0.91,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.01,0.92,0.875,0.010869565217391304,0.02147239263803681
0.01,0.93,0.75,0.004658385093167702,0.009259259259259259
0.01,0.94,1.0,0.012422360248447204,0.024539877300613494
0.01,0.95,0.75,0.004658385093167702,0.009259259259259259
0.01,0.96,1.0,0.0015527950310559005,0.0031007751937984496
0.01,0.97,1.0,0.006211180124223602,0.01234567901234568
0.01,0.98,1.0,0.003105590062111801,0.006191950464396284
0.01,0.99,1.0,0.0015527950310559005,0.0031007751937984496
0.1,0.5,0.8888888888888888,0.012422360248447204,0.024502297090352218
0.1,0.51,1.0,0.3027950310559006,0.4648390941597139
0.1,0.52,0.9444444444444444,0.026397515527950312,0.0513595166163142
0.1,0.53,1.0,0.18322981366459629,0.30971128608923887
0.1,0.54,0.9545454545454546,0.03260869565217391,0.06306306306306306
0.1,0.55,1.0,0.2468944099378882,0.3960149439601494
0.1,0.56,1.0,0.15683229813664595,0.27114093959731544
0.1,0.57,1.0,0.17546583850931677,0.29854689564068687
0.1,0.58,0.9848484848484849,0.10093167701863354,0.18309859154929578
0.1,0.59,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.6,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.61,1.0,0.09937888198757763,0.1807909604519774
0.1,0.62,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.63,1.0,0.10714285714285714,0.19354838709677416
0.1,0.64,1.0,0.08850931677018634,0.16262482168330958
0.1,0.65,1.0,0.07763975155279502,0.14409221902017288
0.1,0.66,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.67,0.9791666666666666,0.07298136645962733,0.13583815028901733
0.1,0.68,1.0,0.09472049689440994,0.17304964539007092
0.1,0.69,0.8888888888888888,0.012422360248447204,0.024502297090352218
0.1,0.7,1.0,0.09782608695652174,0.17821782178217824
0.1,0.71,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.72,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.73,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.74,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.75,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.76,1.0,0.04503105590062112,0.08618127786032691
0.1,0.77,1.0,0.04503105590062112,0.08618127786032691
0.1,0.78,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.79,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.8,1.0,0.04503105590062112,0.08618127786032691
0.1,0.81,1.0,0.043478260869565216,0.08333333333333333
0.1,0.82,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.83,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.84,1.0,0.031055900621118012,0.060240963855421686
0.1,0.85,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.86,1.0,0.023291925465838508,0.04552352048558422
0.1,0.87,1.0,0.021739130434782608,0.042553191489361694
0.1,0.88,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.89,1.0,0.017080745341614908,0.03358778625954199
0.1,0.9,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.91,0.8571428571428571,0.009316770186335404,0.018433179723502304
0.1,0.92,0.8333333333333334,0.007763975155279503,0.015384615384615385
0.1,0.93,0.8333333333333334,0.007763975155279503,0.015384615384615385
0.1,0.94,0.8,0.006211180124223602,0.012326656394453005
0.1,0.95,1.0,0.003105590062111801,0.006191950464396284
0.1,0.96,1.0,0.003105590062111801,0.006191950464396284
0.1,0.97,1.0,0.006211180124223602,0.01234567901234568
0.1,0.98,1.0,0.003105590062111801,0.006191950464396284
0.1,0.99,1.0,0.003105590062111801,0.006191950464396284
